Country;Overallstudypopulationorsubgroup?;Positive/negativecases;End-pointvsActive;Survivors;Discharged;ContainsAnyTreatment?;ICUvs.non-ICU;Severity;Ventilation;MedianAge;HealthcareWorker;Male;WhiteorEuropean;AfricanAmerican;Asian;HispanicorLatino;Multipleethnicitiesorother;Exposurehistory();Exposure-WuhanTravel();Exposure-PersonalContact();Incubationperiod(days)-Mean;Incubationperiod(days)-Median;Incubationperiod(days)-LQ;Incubationperiod(days)-HigherQuartile;TimeFromSymptomsAppearancetoHospitalization(days)-Mean;TimeFromSymptomsAppearancetoHospitalization(days)-Median;TimeFromSymptomsAppearancetoHospitalization(days)-LQ;TimeFromSymptomsAppearancetoHospitalization(days)-UQ;Smokinghistory;Currentdrinker;BMI;Obesity;AnyComorbidity;Hypertension;Diabetes;CardiovascularDisease(incl.CAD);Chronicobstructivelung(COPD);Cancer(Any);LiverDisease(any);CerebrovascularDisease;Chronickidney/renaldisease;Other;Fever(temperature≥37·3°C);Averagetemperature(celsius);Maxtemperature(celsius);Respiratoryrate>24breathspermin;Cough;ShortnessofBreath(dyspnoea);Headache;Sputum(/Expectoration);Myalgia(MusclePain);Fatigue;Upperair-waycongestion;Diarrhoea;NauseaorVomiting;LossofAppetite/Anorexia;SoreThroat/StuffyNose;Chills;ChestPain;Lossofsmell/taste;DiseaseSeverityAsymptomatic;DiseaseSeverityGeneral;DiseaseSeveritySevere;DiseaseSeverityCritical;ImagingFindingsAvailable?(yes=1.no=0);WhiteBloodCellCount(10^9/L)-Median;WhiteBloodCellCount(10^9/L)-LQ;WhiteBloodCellCount(10^9/L)-UQ;LymphocyteCount(10^9/L)-Median;LymphocyteCount(10^9/L)-LQ;LymphocyteCount(10^9/L)-UQ;CD4+TLymphocyte(Count);CD8+TLymphocyte(Count);PlateletCount(10^9/L)-Median;PlateletCount(10^9/L)-LQ;PlateletCount(10^9/L)-UQ;NeutrophilCount(10^9/L)-Median;NeutrophilCount(10^9/L)-LQ;NeutrophilCount(10^9/L)-UQ;Hemoglobin(g/L)-Median;Hemoglobin(g/L)-LQ;Hemoglobin(g/L)-UQ;Hematocrit();Albumin(g/L);AlanineAminotransferase(U/L);AspartateAminotransferase(U/L);TotalBilirubin(umol/L)-Median;TotalBilirubin(umol/L)-LQ;TotalBilirubin(umol/L)-UQ;BloodUreaNitrogen(mmol/L);Creatinine(μmol/L);CreatineKinase(U/L);C-ReactiveProtein(mg/L);Gamma-GlutamylTransferase(U/L);Interleukin-6(pg/mL);Procalcitonin(ng/mL);D-Dimer(mg/L);ProthrombinTime(s);Antibiotic;Antiviral(Any);UsesKaletra(lopinavir–ritonavir);UsesFavipiravir;UsesTamiflu(oseltamivir);UsesRemdesivir;Usesumif+lop-rit;UsesArbidol(umifenovir);Useshydroxychloroquineand/orchloroquine;Corticosteroid(includingGlucocorticoid.Methylprednisolone);Intravenousimmunoglobin;Nasalcannula;High-flownasalcannulaoxygentherapy;Oxygentherapy;Noninvasivemechanicalventilation;Invasivemechanicalventilation;ECMO;Renalreplacementtherapy;InterferonAlpha-1b;Thymalfasinand/orThymosin;Sepsis;RespiratoryfailureorARDS;Respiratoryfailure;ARDS;Hypoxemia;Heartfailure;Septicshock/shock;Liverdysfunction;Coagulopathy;Acutecardiacinjury;Acutekidneyinjury(AKI);Secondaryinfection/Bacterialinfection;Hypoproteinaemia;Acidosis;Hospitaladmission();ICUadmission;Discharged();ICUlengthofstay.days;Hospitallengthofstay.days;DaystoViralClearance(Median);Mortality;ProjectedMortality(accountingforpatientsnotcurrentlydischarged)
Singapore;1;4;3;1;3;1;2;5;3;56;0;0.33;0;0;1;0;0;1;1;;;;;;;;;;;;;;0.67;0.67;0.167;;;;;;;;1;37.3000;38.1;;0.83;0.17;;;;;;0;;;0.5;;;;;;;;1.0000;3.4;2.6;5.8;1.1;0.8;1.7;;;156;116;217;1.8;;;132;11.7;14;;;;;;;;;;;65.6;;;;;;0.8333;0.8333;0.8333;0;0.8333;;0;0;0;0;;;;1;0.06;;;;;;;;0.3333;;;;;;;;;;;;1;0.33;1;2;14.5;10.5;0;0
Italy;2;4;1;3;1;2;3;7;3;80;;0.7;1;0;0;0;0;;;;;;;;;;;;;;;;0.982;;0.355;0.3;0.245;0.203;;;;0.1;;;;;;;;;;;;;;;;;;;0;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0.5;0;;;;1;1
China;2;4;3;2;3;1;2;5;3;51;;0.637;0;0;1;0;0;0.493;0.493;;;;;;;;;;;;;;;0.194;0.109;0.04;0.025;0.005;0.04;;0.01;0.07;0.935;38.8000;;;0.811;;;;0.323;0.323;;;;;;;;;;;;;0.0000;5.94;3.37;7.18;0.91;0.6;1.29;353;236;180;137;241.5;4.47;;;;;;;32.75;31;33;11.45;9;14.75;4.8;72.2;;42.4;;6.98;;0.61;11.1;0.975;0.846;0.149;0;0.667;;0;0;0;0;0.348;0.4872;;;0.3034;0.0251;0.005;0;0.109;;;;;0.418;;;;;;;;;;;1;0.26;0.72;;13;;0.22;0.23
China;1;4;3;2;3;1;2;7;5;585;;0.714;0;0;1;0;0;;;;;;;;;;;;;;;;;0.274;0.19;0.06;;;;;;;0.929;39.0000;;;0.81;;;;0.321;0.321;;;;;;;;;;;;;0.0000;5.02;3.37;7.18;1.08;0.72;1.45;371;234;178;140;239.5;3.06;;;;;;;33.7;27;30;10.5;8.6;13.65;4.3;68.7;;23.4;;6.29;;0.52;10.6;0.988;0.762;;0;;;0;0;0;0;;0.202;;;0.726;0.06;0.012;0;;;;;;1;;;;;;;;;;;1;0.63;0.17;;;;0.52;0.76
China;1;4;3;1;3;1;2;5;1;48;;0.581;0;0;1;0;0;;;;;;;;;;;;;;;;;0.137;0.051;0.026;;;;;;;0.94;38.6000;;;0.822;;;;0.325;0.325;;;;;;;;;;;;;0.0000;8.32;5.07;11.2;0.67;0.49;0.99;241;157.5;187;124.5;252.5;7.04;;;;;;;30.4;35;38;12.9;9.5;17.05;5.8;74.6;;83;;7.39;;1.16;11.7;0.966;0.906;;0;;;0;0;0;0;;0.692;;;0;0;0;0;;;;;;0;;;;;;;;;;;1;0;1;;;;0;0
China;1;4;3;2;3;1;3;5;0;51;;0.647;0;0;1;0;0;;0.588;0.059;;;;;;;;;0.059;;;;0.529;0.353;0.176;0.059;0.059;;;;;;0.941;;37.7;0.412;0.529;0.588;;0.059;0.588;0.588;;0.118;;;;;;;;0.235;0.353;0.412;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;0;0;;0;0;0;0.941;0;;;;;;;;1;;;;;;;;;;;;;;;;1;;0.76;;;;;
China;1;4;3;2;3;1;3;5;0;64;;0.455;0;0;1;0;0;;0.364;0.182;;;;;;;;;0.091;;;;0.364;0.273;0;0.182;0;;;;;;1;;37.7;0.455;0.636;0.636;;0.182;0.455;0.455;;0.091;;;;;;;;0.364;0.364;0.273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.909;1;1;0;0;;0;0;0;0.636;0;;;;;;;;1;;;;;;;;;;;;;;;;1;;0.36;;;;;
China and outside China;2;4;3;2;3;2;3;5;0;;;0.55;0;0;1;0;0;;;;4.5;4.8;3;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;na;;;;0.08;
China;2;4;3;2;3;2;3;5;0;475;;0.485;0;0;1;0;0;0.92;0.405;0.492;;6.7;;;;;;;;;;;;;;;;;;;;;0.821;;37.7;;0.458;0.069;0.065;;;0.263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.82;;0.17;;;;0.01;0.05
China;1;4;3;2;3;2;3;7;0;614;;0.565;0;0;1;0;0;0.891;0.283;0.565;;7.5;;;;;;;;;;;;;;;;;;;;;0.804;;37.7;;0.543;0.326;0.065;;;0.326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.89;;0.04;;;;0.07;0.6
China;1;4;3;1;3;2;3;2;0;445;;0.468;0;0;1;0;0;0.926;0.431;0.477;;6.5;;;;;;;;;;;;;;;;;;;;;0.824;;37.7;;0.44;0.014;0.065;;;0.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;;0.2;;;;0;0
China;1;4;3;0;3;1;0;2;0;;;0.5;0;0;1;0;0;;0.67;0.33;;;;;;;;;;;;;;;;;;;;;;;0.83;;;;0.67;;0;0.17;;0.67;;;;0;0.11;;;;;;;;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;na;;;;0;
China;1;4;3;0;3;1;0;2;0;;;0.65;0;0;1;0;0;;0.67;0.28;;;;;;;;;;;;;;;;;;;;;;;0.93;;;;0.84;;0.11;0.51;;0.72;;;;0.19;0.07;;;;;;;;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;na;;;;0;
China;1;4;3;0;3;1;0;7;0;;;0.48;0;0;1;0;0;;0.85;0.1;;;;;;;;;;;;;;;;;;;;;;;0.95;;;;0.86;;0.1;0.67;;0.81;;;;0.43;0.1;;;;;;;;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;na;;;;0;
China;1;4;3;0;3;1;0;7;0;;;0;0;0;1;0;0;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;0.67;;0.33;0.67;;1;;;;1;0;;;;;;;;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;na;;;;0;
China;1;4;5;2;3;2;1;2;1;;;0.78;0;0;1;0;0;;0.89;0.11;;;;;;;;;;;;;;;;;;;;;;;0.67;;;;0.33;;;0.11;0;;;;;;;;;;;;;;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;na;;;;0;
China;1;4;5;2;3;2;1;2;1;;;0.54;0;0;1;0;0;;0.57;0.39;;;;;;;;;;;;;;;;;;;;;;;0.96;;;;0.39;;;0.14;0.14;;;;;;;;;;;;;;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;na;;;;0;
China;1;4;5;2;3;2;1;7;1;;;0.7;0;0;1;0;0;;0.6;0.4;;;;;;;;;;;;;;;;;;;;;;;0.8;;;;0.4;;;0.1;0.3;;;;;;;;;;;;;;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;na;;;;0;
China;1;4;5;2;3;2;4;7;3;;;0;0;0;1;0;0;;0;0.67;;;;;;;;;;;;;;;;;;;;;;;0.67;;;;0.67;;;0.33;0.33;;;;;;;;;;;;;;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;na;;;;0;
China;2;4;3;2;3;2;2;5;0;51;;0.506;0;0;1;0;0;;;;;;;;4;4;2;7;;;;;0.361;0.217;;;;0.004;;;;0.164;0.871;;;;0.365;0.076;0.112;;;0.157;;0.032;;0.032;0.064;;;;0.028;0.1;0.05;0.05;1.0000;4.71;3.8;5.86;1.12;0.79;1.49;431;256.54;;;;;;;;;;;40.8;23;25;;;;;12;;12;;;;;;;;;0;0;;;;0;0.129;;;;;;;;;;;;;;0.032;;;;;;;;;;;1;0.09;0.86;31;16;11;0.01;0.01
China;1;4;5;2;3;1;3;5;0;;;0.458;0;0;1;0;0;;0.917;0.083;;;;;;;;;;;;;0.167;0.056;0.056;0;0;0;;;0;0.042;0.667;;;;0.458;0;0.028;0.236;0.07;0.125;;0.111;;;0.236;;;;;;;;1.0000;5.42;3.42;7.42;1.39;0.78;2;;;198.44;140;256.88;3.48;;;141.04;125.42;156.66;;42.53;25.53;26.67;9.11;4.25;13.97;3.9;65.54;62.5;2.3;6.57;;0.05;;;;0.778;;0;0;;;;0;0;;0.111;;;0;0;0;0;;0;;;;0;;;;0.083;;;0;;;;1;0;na;;;;;
China;1;4;5;2;3;1;3;5;0;;;0.515;0;0;1;0;0;;0.81;0.19;;;;;;;;;;;;;0.288;0.168;0.077;0.01;0;0.01;;;0.01;0.065;0.859;;;;0.684;0.045;0.113;0.36;0.115;0.19;;0.079;;;0.14;;;;;;;;1.0000;5.01;3.14;6.88;1.23;0.71;1.75;;;185.22;122.8;247.64;3.29;;;138.09;121.62;154.56;;41.02;29.37;30.08;11.26;3.22;19.3;4.04;69.17;73;8.8;6.62;;0.05;;;;0.852;;0;0;;;;0;0.134;;0.436;;;0.016;0.016;0;0;;0;;;;0.024;;;;0.131;;;0.003;;;;1;0.01;na;;;;;
China;1;4;1;2;3;2;3;2;0;35;;0.667;0;0;1;0;0;;;;;8;4;10;;;;;;;;;0;;0;0;0;;0;;0;0;0.733;;;;0.333;0.133;;0.2;0.267;0.067;;0.133;;;;;;;;1;;;1.0000;5.2;4.6;6.3;1.5;0.9;2.1;399;287;;;;;;;;;;;;22.9;19;;;;;;;4.4;;;;;;;1;0;0;0;;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;14;14;0;0
China;1;4;1;2;3;2;3;2;0;37;;0.412;0;0;1;0;0;;;;;8;4;11;;;;;;;;;0.235;;0.059;0.118;0;;0;;0.059;0;0.588;;;;0.529;0.059;;0.353;0.118;0;;0.059;;;;;;;;1;;;1.0000;4.8;3.4;6.2;1.1;1;1.9;375;267;;;;;;;;;;;;13.5;17;;;;;;;2.2;;;;;;;1;0;0;0;;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;14;14;0;0
China;1;4;1;2;3;2;3;2;0;53;;0.421;0;0;1;0;0;;;;;12;9;14;;;;;;;;;0.421;;0.158;0.158;0.053;;0.05;;0;0.053;0.684;;;;0.474;0.053;;0.211;0.105;0.105;;0.105;;;;;;;;1;;;1.0000;3.9;3.1;5.7;1.3;0.9;1.6;374;303;;;;;;;;;;;;25.2;22;;;;;;;7;;;;;;;1;0;0;0;;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;11;11;0;0
China;2;4;5;2;3;2;3;2;0;53;;0.509;0;0;1;0;0;0.789;;;;;;;;;;;;;;;0.526;0.289;0.132;0.061;0.044;0.009;;;;0.053;0.939;;38.6;;0.798;0.237;;0.079;;;;0.027;;;0.053;;;;;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;na;;;;;
China;2;4;3;2;3;1;2;5;0;;;0.557;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.879;;;;0.359;;;;;0.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;
China;1;4;3;2;3;1;2;2;0;;;;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.32;;;;;
China;1;4;3;2;3;1;2;7;0;;;0.625;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.688;0.989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
China;1;4;3;2;3;1;2;7;0;;;0.4167;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
China;2;4;0;0;0;0;0;0;0;48;;0.5102;0;0;1;0;0;;0.918;;;;;;;;;;;;;;0.3673;;;;;;;;;;0.8776;;;;0.6531;0.1224;0.2449;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
China;2;4;5;1;1;1;2;5;0;51;;0.527;0;0;1;0;0;;;;;9;7;12.5;;;;;;;;;0.4428;0.2311;0.0864;0.0605;;;;;;;0.8963;38.5000;40.5;;0.7706;0.419;0.1317;0.3153;;0.2808;;;;;;;;;;;;;;5.44;4.09;7.52;1.07;0.76;1.46;;;212;155;285;;;;126;114;126;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;0;
China;1;4;5;1;1;1;2;2;0;49;;0.5142;0;0;1;0;0;;;;;10;7;13;;;;;;;;;0.4043;0.1915;0.0709;0.0426;;;;;;;0.8688;38.4000;;;0.7482;0.3972;0.0532;0.2908;;0.2872;;;;;;;;;;;;;;5.17;4.08;;1.18;0.87;1.61;;;214;165;285;;;;6.71;115;138;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;0;
China;1;4;5;1;1;1;2;7;0;54;;0.547;0;0;1;0;0;;;;;8;7;12;;;;;;;;;0.5028;0.2928;0.1105;0.0884;;;;;;;0.9392;38.9000;;;0.8011;0.453;0.0552;0.3536;;0.2707;;;;;;;;;;;;;;5.92;4.13;;0.95;0.63;1.3;;;204;142;275;;;;8.26;107;136;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;;0;
China;2;4;0;0;0;1;0;5;0;45;;0.58;0;0;1;0;0;;0.548;0.622;;10;6;15;;;;;;;;;;;;;;;;;;;0.473;;;;0.1279;0.2634;0.0553;0.1107;0.0515;0.313;;0.0267;0.042;;0.1679;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
China;2;4;3;2;3;1;3;5;3;;;0.471;0;0;1;0;0;;0.287;0.341;;;;;5;;;;0.157;;;;0.242;0.112;0.081;0.004;0.004;;;;;0.04;0.534;;;0.031;0.507;0.067;0.049;0.121;0.054;0.054;;0.054;;;;;;;;;;;;;;;1.5;;;;;199.8;;;;;;135.1;;;;;20;30;18.8;;;;69.4;;;;;;;;;1;;;;;;;;0.076;;0.583;;;0.054;0.013;;;;;;;;;;;;;;;;;;;;;0.5;;14;11.9;0;0
China;1;4;3;2;3;1;3;2;3;;;0.453;0;0;1;0;0;;0.276;0.375;;;;;4;;;;0.156;;;;0.208;0.109;0.052;0.005;0.005;;;;;0.036;0.479;;;0.01;0.495;0;0.052;0.104;0.052;0.052;;0.063;;;;;;;;;;;;;;;1.5;;;;;197.8;;;;;;135.9;;;;;20;26;19.2;;;;69.5;;;;;;;;;1;;;;;;;;0.09;;0.635;;;0;0;;;;;;;;;;;;;;;;;;;;;0.53;;13.8;11.7;0;0
China;1;4;3;2;3;1;3;7;3;;;0.581;0;0;1;0;0;;0.355;0.129;;;;;6;;;;0.161;;;;0.452;0.129;0.258;0;0;;;;;0.065;0.871;;;0.161;0.581;0.484;0.032;0.226;0.065;0.065;;0;;;;;;;;;;;;;;;1;;;;;211.8;;;;;;130.1;;;;;34;60;17.5;;;;68.2;;;;;;;;;1;;;;;;;;0.548;;0.258;;;0.387;0.097;;;;;;;;;;;;;;;;;;;;;0.36;;16.4;13.9;0;0
China;2;4;0;0;0;0;0;5;0;;;0.6732;0;0;1;0;0;0.9389;;;4.7;;;;6.7;;;;0.0612;;;;0.286;0.122;0.041;;;;;;;0.122;0.787;37.1000;39.1;;0.388;;0.122;;;0.184;;0.041;;;0.149;0.163;;;;0.8163;;;;5.52;;;;;;312.16;174.74;;;;3.84;;;;;;;;22.7;27.4;;;;;;;27.77;;;;;;;0.1538;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
China;1;4;0;0;0;0;0;2;0;;;0.625;0;0;1;0;0;0.975;;;4.7;;;;;;;;0.075;;;;;0.05;0;;;;;;;0.15;0.8;37.2000;;;0.325;;0.1;0.075;;0.15;;0.05;;;0.175;0.125;;;;;;;;4.61;;;;;;352.75;201;;;;2.96;;;;;;;;20.7;25.1;;;;;;;16.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
China;1;4;0;0;0;0;0;7;0;;;0.889;0;0;1;0;0;0.7778;;;4.5;;;;;;;;0;;;;;0.4444;0.2222;;;;;;;;0.6667;36.9000;;;0.6667;;0.2222;0.4444;;0.3333;;0;;;0;0.3333;;;;;;;;9.56;;;;;;221.32;145.35;;;;7.76;;;;;;;;32;38.1;;;;;;;79.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
China;2;4;3;2;3;1;3;5;0;;;0.4781;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.82;;;;0.95;;;;;0.679;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.22;;0.05;
China;1;4;3;2;3;1;3;7;0;;;0.5454;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.41;;0.36;
China;1;4;3;2;3;1;3;7;0;;;0.5402;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.43;;0.05;
China;1;4;3;2;3;1;3;2;0;;;0.4388;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.4;;0;
China;1;4;3;2;3;1;3;2;0;;;0.43;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.7;;0;
China;2;4;5;2;3;2;2;5;3;;;;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
China;2;4;3;2;3;2;3;5;0;;;0.495;0;0;1;0;0;;0.75;;5.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.845;0.122;0.032;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;na;;;;;
China;1;4;3;2;3;2;3;5;0;58;;0.486;0;0;1;0;0;1;0.7568;0.2432;;;;;;;;;;;;;;;;;;;;;;;0.567;;;;0.459;;;;;0.189;;;;;;;;;;0.38;0.2703;0.0811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.38;0.08;0.03;;;;0;0
China;2;4;3;1;0;2;1;2;1;58;;0.22;0;0;1;0;0;0.875;;;;;;;;;;;;;;;;;;;;;;;;;0.44;;;;0.22;;;0.11;;;;;;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;na;;;;0;
China;2;4;5;1;5;1;4;7;5;41;;1;0;0;1;0;0;1;1;;;;;;6;;;;;;;;;;;;;;;;;;1;;38.4;;1;1;;1;;;;;;;;;;;;;;;1.0000;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.4;;;;;;1;1;0;0;1;;0;0;0;1;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;1;1;na;3;;;;
China;2;4;3;2;3;1;3;7;0;;;0.6;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0000;4.3;3.5;5.1;0.7;0.6;0.9;;;165;135;219;2.8;;;138;121;151;;;24;26;;;;;65;94;12.1;;17;0.1;0.5;12.3;1;0.6;0.6;0;0.6;;0;0;0;0.5;0;0;1;1;;;;;0;0;;;;;;;;;;;;;;;1;;0.6;;;;0.2;0.25
China;1;4;3;1;3;1;3;7;0;;;;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0000;4.2;3.2;5;0.8;0.7;0.9;;;167;150;221;2.6;;;138;126;150;;;21;23;;;;;59;92;10.1;;13;0.1;0.5;12.6;1;0.75;0.75;0;0.75;;0;0;0;0.375;0;0;1;1;;;;;0;0;;;;;;;;;;;;;;;1;;0.75;;;;0;0
China;1;4;1;3;1;1;3;7;0;;;;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0000;4.6;3.5;5.7;0.7;0.6;0.8;;;170;121;219;4.3;;;137;128;146;;;28;30;;;;;103;120;25.5;;21;0.2;2.4;18.1;1;0;0;0;0;;0;0;0;1;0;0;1;1;;;;;0;0;;;;;;;;;;;;;;;1;;0;;;;1;1
China;2;4;3;2;3;2;3;5;0;37;;0.5062;0;0;1;0;0;0.9135;0.5185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;na;;;;;
China;2;4;3;2;3;2;3;5;0;505;;0.493;0;0;1;0;0;;;;;;;;;5;3;7;;;;;;;;;;;;;;;0.703;;;;0.453;;;0.267;;;;0.041;0.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.16;0.392;0.21;0;0.1826;;;0.0877;0;0;0;;;;;;;;;;;;;;;;;0.446;;;;;;;1;;0.63;;12;;0.01;0.01
China;1;4;3;2;3;2;3;5;0;;;0.6267;0;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0.76;;;;0.4667;;;0.2267;;;;;;;;;;;;;;;;4.99;3.74;5.72;0.93;0.64;1.73;336;201;;;;;;;;;;;;;;;;;;;;24.7;;;0.06;;;0.2267;0.4533;0.31;0;0.227;;;0.08;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;1;;0.59;;15.14;;;
